,positive_review,review
7311,0,product missing piece screw nail actual wood piece thankfully took inventory assembling called replacement piece began assemble almost impossible architect carpenter unlike flat packed furniture finished side instruction make clear side veneer face number time lead assembling taking apart assembling alone infuriating enough even first attempt screw low quality screw head stripped use extraction bit go buy new screw hardware store thankfully done assembling put place put bedside lamp scratched veneer immediately lamp rubber foot plan calling glass shop make stand rubber bumper like make last week lastly know furniture veneered side like furniture even inside drawer unless paint inside drawer looking particle board open particularly elegant look bottom line look like picture outside buy something else instead
7312,0,packaging product bad spilled container returning
7313,0,worst balsamic dressing ever taste basically oil
7314,0,bought month ago rusted pretty quickly henckles knife love bought maybe got bad batch
7315,0,ordered screen line delivered home first time took box noticed weld one side screen misplaced making screen appear frame big black painted weld top frame instead back seen returned screen local store ordered new one delivered store went pick asked clerk take box inspect weld problem time instead black paint globbed bottom screen brush told return disappointed loved design would perfect believe company catch issue boxing product poor quality control
7316,0,received timely manner box completely intact taking screen box one weld hinge broke carried back home depot purchased another screen
7317,0,used love love love product would buy can time sometime last month formula changed smell sweeter like perfume hold hair way previous formula extremely disappointed wish would left original formula alone perfect
7318,0,product strong smell practically glued hair together point spraying little bit root even get comb brush whatever spray landed part hair glued layer together making impossible brush tore hair even washing still glued scalp also make scalp extremely itchy never sensitivity hair naturally little wavy frizzy fried fact spray healthy hair hate see hair type save money buy
7319,0,always look product give hair lift volume tried product coupon one bottle left shelf good right unfortunately thing product gave headache scent strong every time used would get bad sinus headache fine thin hair pixie cut think would ideal hair type product dud used directed real result tried use different way still volume lift stick normal hair care product
7320,0,tried product month ago first use nozzle quit working hair half sprayed thought fluke threw figured give product another try really need volume bought product thing happened clearly defective design stay away product waste time money effort
7321,0,glad see one problem keep purchasing product hope work empty returned two month ago took chance purchased third one today finally quit spraying even though tried running hot water thinking nozzle clogged imagine problem hope resolved soon like product
7322,0,used lot l oreal product past happy even tell product worked well first time using could get spray disappointing excited try something never get chance default
7323,0,make sure hair exactly like spraying stuff make hair sticky put finger threw away use horrible
7324,0,although spray work effectively holding hair smell powerful actual taste even tiniest spritz would recommend anyone
7325,0,adore mousse like spray starting grow style decided spray would work better first two us awesome nozzle clogged product come still losing air though taken nozzle soaked hot water scrubbed nail brush nothing worked love price line hair look boost high lift creation spray bust
7326,0,product started dripping called delta told need original receipt bought ten year ago good luck tracking ten year old receipt would give delta zero star could buy something different
7327,0,leak shut way constently drip would recomend avoide delta future
7328,0,movie alright acting ok b
7329,0,disappointed clorox bathroom spray remove mold review collected part promotion
7330,0,love convenient smell great much easier finding cleaning spray paper towel absolutely love thanks clorox
7331,0,would given product star review couple month ago new fragrance give migraine leaf house smelling like chemical please bring back old smell
7332,0,expecting wipe strong clorox smell actually refreshing fragrance use regularly feel confident eliminating germ every surface use
7333,0,used clorox wipe year cannot live without prefer smell irritating purchase another brand continue spring cleaning never strong objection smell cleaning product please least offer choice old v new formula
7334,0,liked old stuff ran bought product packaged differently formula different well happy former product enzyme sort smelled differently also foam disappointed experiment vendor find product enzymatic action review collected part promotion
7335,0,love clorox wipe batch horrible wipe separated come canister one piece rip tear apart make using wipe useless get several clean something smell great tho
7336,0,would give zero star new formula clorox wipe agree user say new formula smell awful may cut grease liked old streak free formula lot better smelled nice whatever new formula cut grease also make hand burn switched store brand since work well new formula smell better make hand burn use leave streak bathroom counter mirror stove like clorox wipe everyone including used love clorox wipe first came learn lesson clorox broke try fix
7337,0,purchaed formula exactly price drastically different http www walmart com ip clorox disinfecting bathroom cleaner fl oz http www walmart com ip clorox company cox clorox disinfecting bathroom cleaner oz bottle read ative ingredient n alkyl c c c c dimethylbenzyl ammonium chloride n alkyl c c dimethyl ethlbenzyl ammonium choride ingredient total
7338,0,pulling wipe never come right many time come thin time entire roll try come something changed never issue cause issue buy large container
7339,0,normally buy clorox brand disinfecting wipe generic wipe like fresh scent notice changed scent strongly dislike look lavender scent future suspect wide distribution
7340,0,liked old stuff ran bought product packaged differently formula different well happy former product enzyme sort smelled differently also foam disappointed experiment vendor find product enzymatic action
7341,0,kohler devonshire acrylic tub cultured marble tub surround vanity top sink year used scrub free safe acrylic tub cultured marble cannot find product locally friend tub purchased recommendation clean lysol bathroom cleaner although approved kohler product label say use acrylic decided test lysol product clorox disinfecting bathroom cleaner also approved kohler plus label say safe use plastic lysol product good job tested location tub countertop shiny rinsed dried however clorox product left test spot tub counter dull really afraid done damage finish cleaning lysol product clorox test area smooth shiny recommend using product acrylic
7342,0,conditioner worse shampoo absolutely nothing made scalp itchy
7343,0,smell good liked way made hair feel nothing scalp
7344,0,really wanted like left sticky feeling day
7345,0,previous body butter stiff thick truly like must changed formula since local walmart started carrying creamy stick skin like previous tree hut return coconut lime scent like search another body butter thicker go like lotion sorry
7346,0,left sticky night long even sleep take another shower
7347,0,relieved itching moisturized skin
7348,0,love salt vinegar chip lay salt vinegar chip patheticwhat love inexpensive compared brand potato chip cheap often saleeasy find store compared brand potato chip extremely easy find store available everywheresalty chip salty taste salt every bitewhat like much vinegar chip way much vinegar unpleasing bitter taste themsoggy wet feeling consistency chip soggy wet consistency feel filmy like vinegar film like salt film soggy overall taste lessens crunch feel wet consistency wet unappetizingnot crunchy unlike brand salt vinegar chip crispy thin slightly thicker paper really much crispness speak ofalways broken chip every time ever purchased brand salt vinegar chip whether online store chip almost always broken throughout bag bag thin compared brand chip always brokenat end day terrible salt vinegar chip many tastier crispier variety longer consider brand
7349,0,installed first year medium sized bit stretch wish would brought bigger wood split must small fit stove spring handle supplied never able stay blower unit came stove began making loud rattling sound three week operation stove get hot fired put decent amount heat size
7350,0,sq ft best day heat sq ft good may hot coal hr burn time like hr log must split small thought maybe bad review dampered properly case good review must employee tried degree night october looking forward january february guess get pay lesson learned
7351,0,stove far medium size fire box cant fit diameter log side side anymore inch coal good luck putting wood without flaming chunk fall count overnight fire unless jam much wood possibly every crack crevis around wood night may still feel heat need clean ash coal every day otherwise build muchon positive note stove easy light easy control fire throw serious heat wide open eats wood rather quickly way get hr per load
7352,0,new woodstove installed missing handle mean use pot holder open door door gasket came apart immediately run without smoke setting fire alarm called company directly one call back address issue stuck woodstove already installed wish would purchased somewhere else
7353,0,bought stove online first mistake dimension showed online way second stove huge scratch top fix weld horrible factory assembly taking back buying one somewhere else person
7354,0,firebox demetions inch deep toy stove hold hr burn parlor stove primary house heater
7355,0,installed first year medium sized bit stretch wish iwould brought bigger wood split must small fit stove spring handle supplied never able stay blower unit whichcame stove began making loud rattling sound three week ofoperation stove get hot fired put decent amount heat size
7356,0,product order came pound total weight box chip packed bottom box ended expensive bag crumb
7357,0,product completely crushed
7358,0,opened box left product shred crumb bag torn open use expected product shipped ordering
7359,0,item taste fresh interestingly second stale bag todtitos chip purchase
7360,0,walmart know pack chip put good top chip small smashed good
7361,0,bad taste went stale night opening
7362,0,frito product houston borderline stale sure quality grew dallas
7363,0,mostly broken small piece packed protect plastic salad dressing bottle separate box
7364,0,well get enjoy product opened box chip everywhere highly upset know never order chip walmart
7365,0,love tostitos tortilla chip get eat bag completely opened like someone cut open scissors one end half bag gone several scattered around box shipping problem appears someone snack
7366,0,getting tired receiving broken chip stop packing chip item break happens every time get chip pack bubble wrap stop sending broken chip
7367,0,used previous version gel many year awesome go change formula scent awful gel nowhere near product scent overpowers cologne please go back old version
7368,0,new formula work give volume hold dulls shine hair old formula great hair shopping another gel work
7369,0,used nexxus product year change new extra gel resulted searching product always liked hold subtle scent extra gel new formula thin smell overwhelming point wear
7370,0,using nexxus sculpting gel maybe year changed formula appreciate product longer new formula make hair stiff difficult comb style use want know could possibly get old product back perfect new one state give texture differently old product gel please give info purchase old nexxus sculpting gel shopping different product replace former gel product help
7371,0,loved old exxtra gel used year always feared able find held hair place exactly desired day new formula overwhelming smell hold hair minute may well put water hair read review review new formula agree please go back original formula nexxus lost business
7372,0,word tell nexxus disappointed company searched everywhere old gel new gel simply awful process finding new gel curly hair painful want old gel back buy one nexxus product
7373,0,used original formula year find rare occasion price insane wrong letting good product stay good clue find old formula normal price fragrance thing awful would absolutely recommend formula
7374,0,loved old formula used every day tried use new one tossed couple time bad hair type even finish tube buy anymore nexxus product unless old formula something similar come back
7375,0,change extra gel utterly disappointing
7376,0,please change gel back one old formula one hold hair day like smell
7377,0,worst product sent bad almost watery need go back original
7378,0,using exxtra gel year hair frizzy curl definition need find whole new product
7379,0,used original extra gel forever loved wash hair using two hour scent sickening
7380,0,used product almost year changed formula longer hold scent added stink
7381,0,new product really terrible stink work
7382,0,using year look new gel changed formula added smell
7383,0,new formula feminine scent hold well previous version lost customer
7384,0,nexxus clearly taken product overpriced scented cheap hair gel everything worse
7385,0,like gel old one amazing forced look something different
7386,0,new formula terrible hair frizzy dry purchase old formula help
7387,0,bad product hair felt brittle easy comb like smell either
7388,0,awful used one long disappointed please bring back old version thx
7389,0,sad changed formula loved way
7390,0,going preface review saying scent horrible change longer purchase product
7391,0,using product year would change good thing please bring back old formula
7392,0,husband used gel year new formula definitely good scent unpleasant please bring original formula back
7393,0,new formula dry hair horrible scent hold curl properly used old formula year want come back
7394,0,used prior product many year terrible work smell horrible switch back star
7395,0,different ingredient new product oil good fine thin hair need volume bring back old product
7396,0,using old one year disappointed new version hair look well using old one
7397,0,happened old formula one best market new one truly awful please please please get rid bring back good stuff
7398,0,new product like using thick scented water hold hair body volume hair anymore flat head
7399,0,hate changed product smell bad change
7400,0,used nexxus gel year changing new formula weaker old one fragrance strong
7401,0,new formula hold nearly well way much fragrance searching internet find old version bring back
7402,0,hold well fragrance added irritates asthma buy nexxus product
7403,0,using hair gel year bought last week learned new bottle smell weird sent hopefully take back
7404,0,new product thin use much smell overpowering old product gray container prefect
7405,0,using gel year im looking something work like old one bring back old gel
7406,0,new product strong smelling gave headache using future
7407,0,smell awful hold much worse already threw away
7408,0,used product year new product awful scent
7409,0,happy change lost customer unless bring old formula back
7410,0,like new formula try gel old exxtra gel great
7411,0,terrible product bring back old version
7412,0,gel horrible compared last version please bring back old version thank
7413,0,buy old one perfect new like others ship poor quality
7414,0,using nexus since disappointing changed product
7415,0,st time purchasing new bottle gel seemed watery care fragrance
7416,0,thing better left unchanged definitely example
7417,0,bring back old product buying new formula
7418,0,hate new product please bring back original
7419,0,new hair gel much fragrance liked original fragrance
7420,0,thin product hold well since new design
7421,0,formula stink bring back old one please help
7422,0,like prefer original gel professional extra gel
7423,0,using exxtra gel since year old nothing work curly hair gel nexus changed formula bottle new exxtra gel horrible
7424,0,many others said new formula hold old fragrance horrible look like nexxus made big mistake remind new coke
7425,0,husband using gel five year like lighter le sticky gel smell horrible please consider offering unscented version
7426,0,using product year disappointed new gel trying buy old one able find one
7427,0,know changed product watery supposed gel waste hard earned money know company make quality like used
7428,0,change year using new formula awful dry hair perfume smell horrible please change back
7429,0,please bring back old formula new one horrible smell really bad dry hair hold
7430,0,would like know like new formula wasted money buying need find something new many year using product
7431,0,hate new formula scent feel way hair look dirty disheveled please bring old formula back searching new product
7432,0,completely disappointed new gel curly hair product would tame curl new gel horrible please bring back original
7433,0,always used product loved changed formula terrible throw left new bottle away please bring back old gel
7434,0,long time user nexxus exxtra gel used best product new fragrance ok gel hard hair time please bring back old formula
7435,0,using product many many year changed nothing like original product effective styling gel
7436,0,decade excellent formula nexxus decided change without letting anybody know needle say new formula horrible disappointing
7437,0,using product year want old gel back please
7438,0,hold curl feel like water smell horrible overpowering need original formula back quick
7439,0,using gel year new one good hold terrible sent awful please bring back old version
7440,0,stuff good old gel old gel held hair place much better new stuff please tell go back old gel
7441,0,sad changed product used old gold tube year bought new pink tube scent nice gel need find different product gel soooo much better
7442,0,disappointed formula gel changed many year smell feel product sorry nexxus lost customer company leave good product alone
7443,0,using gel long remember unfortunately bought last tube new formula fragrance good disappointment broke fix
7444,0,please bring back old exxtra gel new one terrible see people feel way please sell whatever left old exxtra gel
7445,0,exclusively used old version product year new version hold curl reduce frizz hoping least find old tube unhappily search new product
7446,0,new formula horrible please bring back old one
7447,0,new formula hold like old greasy smell bad old formula worked great change please bring back old formula
7448,0,terrible product inferior old gel product old one job well one weak smell horrible fight perfume replaced great product bad product
7449,0,using nexxus extra gel year product best market recently purchased new formula gel last month please bring original formula back currently searching new replacement
7450,0,please bring old formula back new stuff stink work
7451,0,using gel year hairstylist hate new formula longer use client would give star except let consider changing back old formula
7452,0,faithful costumer year hair dry curl unrefined frizzy smell way toooo strong please please bring back old formula
7453,0,relied old formula year create body baby fine straight hair new formula trick try brand find gel comparable old formula
7454,0,wife used old gel many year hold perfect new formula hold well consistency completely different fragrance overwhelming used twice stopped full tube
7455,0,used nexxus exxtra gel year recently changed formula including scent horrible hold different good seems hold power please bring old gel back
7456,0,new formula awful fragrance smell like hair perm fluid hold shine dry hair must full alcohol similar chemical truly disappointed
7457,0,using nexxus exxtra gel decade changed formula fragrance new gel formula hold well fragrance horrendous former loyal customer
7458,0,used product year naturally curly hair find new product ruined perfectly good gel new formula terrible hold curl change formula back
7459,0,new product huge downgrade water alcohol content cheapens quality product please bring back old product
7460,0,using gel long time loved sorry say new fragrance awful find new product use mess great product
7461,0,used previous version extra gel long remember longer using new extra gel hold well baby powder scent make eye water head itch
7462,0,change product looking new gel seems every time find product really like company either discontinues change
7463,0,product inferior original amazed figured yet new hold gel leak top please bring back original
7464,0,using nexxus gel year best new version horrible smell horrible need find another gel brand change please bring old formula back
7465,0,want old extra gel back honestly product bad using old extra gel long product amazing please nexus bring product back
7466,0,used product year loved however new packaging came new scent stand able use product would never recommend anyone
7467,0,also used year also disappointed searching new product hair come looking like used please bring back change
7468,0,used old formula many year curly hair held immaculately new formula awful watery smell bad nothing hair disappointed
7469,0,asian guy long straight thick black hair used previous product since mid longer use product fragrance overwhelming awful
7470,0,upset nexxus changed gel favorite year changed use new gel dry hair find new gel
7471,0,used gel year always loved recently changed formula including scent horrible hold different good please bring old gel back
7472,0,also user exxtra gel year absolutely loved new one terrible smell ridiculous oh would change something worked year
7473,0,used product year curl absolutely love changed nearly good please bring back old formula gold tube
7474,0,faithful user original gel absolutely loved new stuff horrible whoever decided change fired
7475,0,disappointed new hair gel formula formula offer lasting hold beyond couple hour fragrance terrible bring back old formula please
7476,0,terrible changed ingrediants went gold bottle bronze copper work near good used smell different
7477,0,used gel plus year new revised product work nearly well like fragrance
7478,0,used discontinued gel decade like new gel hold well provide shine old gel provided smell strong get headache end day smell please bring old gel back
7479,0,using exxtra gel year short straight hair losing chemotherapy loved body control exxtra gel provided new formula add body control whatsoever returning store get money back
7480,0,using exxtra gel since hair huge frizzy tried every product sun exxtra gel always winner changed formula see happy please change back please thank
7481,0,new gel terrible using old one year new formula hold smell awful would change please bring back old formula asap
7482,0,original product great new product even come close holding hair original new fragrance also pleasant please bring back original nexus gel exxtra
7483,0,old gel better please bring back like smell new gel watery bottle old gel lasted least week new gel week
7484,0,using exxtra gel since came year ago change purchase looking new hair gel speak
7485,0,used previous version gel many year awesome go change formula scent awful gel nowhere near product scent overpowers cologne please go back old version
7486,0,using gel yr curly hair old gel made culrs look great never frizzy new formula terrible lot frizz scalp itchy looking new product anyone find great one please post
7487,0,using gel year new formula worst product ever smell bad hold even half day mention price increase well disappointed unfortunately look another product
7488,0,absolutely give firm hold old formula wish could offer old formula addition new see sell better really miss old product find substitute come close love shampoo conditioner though
7489,0,used gel year always loved recently changed formula including scent horrible hair smell like old lady hold different good like please bring old gel back
7490,0,product horrible smell hold like old product creating new product one thing pulling old product shelf knowing new product would received poor decision left u lurch
7491,0,searching another product since recent purchase new albeit improved exxtra gel consistency watered fragrance unpleasant disappointed lost customer many year
7492,0,nexxus exxtra gel longer product buy formulation changed perform anything akin previous product using product many year look replacement product
7493,0,using product many year recently entire formula changed happy new formula would like know purchase old formula
7494,0,go product stink literally go back old formula please
7495,0,old formula favorite brand year new formula terrible lightweight gone buying one per month none terrible please bring old formula back
7496,0,hold would change great product used year year product fine hair returning tube store please bring back old formula soon would give product zero could
7497,0,using nexxus exxtra gel year bought one new formula strong perfume scent dried hair loved old nexxus exxtra gel new one changed packaging gelfail
7498,0,used love exxtra gel new color design bottle quality changed well smell terrible left hair dull dry really terrible sad love nexxus product please bring back old formula
7499,0,used old formula almost year current product le hold smell like hospital antiseptic please bring old formula back call classic exxtra hold something
7500,0,product major drop product used nearly twenty year one tube left old product hand better new scent like review finding replacement gel time
7501,0,disappointed product seems added lot water hold well wet constantly activate go back nothing used extra hold sculpturing jel year find another product
7502,0,used product year loved new formula feel terrible hand hair even close original new scent overpowering needed need find tube original late
7503,0,nexxus past tense let first versastyer old best exxtra gel ruined life finally found gone instant product defense humidity unruly hair gone
7504,0,disappointment recent purchase exxtra gel formula changed first day used sneezed runny nose day fragrance overpowering hold good either mess perfection
7505,0,like new professional gel gluey feeling take forever blow dry liked crisp finish old formula left hair old finish would rejuvenate day ran wet hand hair
7506,0,old formula much better stopped hair frizzing also helped define curl unfortunately looking different brand gel switch sent also way strong please bring back old formula
7507,0,using nexxus extra gel many year well son purchased thought packaging changed used new formula terrible hold like old one purchasing
7508,0,recently purchased product thought packaging changed extremely disappointed scent new product like others hold extremely fine hair different please bring back old forumula
7509,0,used nexxus gel year liked way would hold hair new formula watery hold strong smell try fix something broken please bring back old formula
7510,0,using product many year held others new formulation bad fragrance even worse work hold anything like old formulation perhaps call lesser instead exxtra
7511,0,unfortunately used old formula worked better stuff new formula cheap gel shelf great change find new gel
7512,0,new formula work give volume hold dulls shine hair old formula great hair shopping another gel work
7513,0,used nexxus exxtra gel many year recently bought new tube hate work like previous formula scent terrible made decision want money back
7514,0,husband use extra gel many year since changed formula packaging like fragrance horrible hold like old formula never buy
7515,0,idea product change use product year disappointed holding quality bad searching product
7516,0,please revert back old exxtra gel used product year horrible smelling fragrance different formula huge mistake longer buy product sad purchased usual tube
7517,0,used old product year new product distinctly unpleasant odor even importantly watery work fortunately found store still several tube old product unless nexxus brings back old formula shopping another brand
7518,0,using nexxus exxtra gel many year happy performance change packaging formula new formula nothing hair except make feel weighed dirty looking new product new version horrible
7519,0,container seam split open last two purchase way product making messy difficult use hope able correct problem real inconvenience
7520,0,bad review right new gel formula watery using product ten year smooth straightened hair ponytail hair naturally curly cause edge curl give hold creates bad texture bummer
7521,0,using old formula great number year loved new formula thinner stronger fragrance competes cologne le hold image nexxus would find improvement good move want old product back
7522,0,stand new product return smell could stand sad old product great relied year holding power decent smell hey nexxus ever heard focus group
7523,0,used gel several year loved new formula scent awful gel hold hair like old formula buy another tube gel understand changed first place
7524,0,using gel year new formula working pretty dry coarse hair love wet look keep tame new bottle hold hair like old new formula make hair look like straw minute please bring old back
7525,0,bought nexxus product forever gel find new product purchased two tube use lot never disappointed hold humidity hair nothing frizz oh must change thing moving onto product
7526,0,word tell nexxus disappointed company searched everywhere old gel new gel simply awful process finding new gel curly hair painful want old gel back buy one nexxus product
7527,0,like reviewer used exxtra hold styling gel year new gel lighter somehow offer exxtra hold new scent ok watery le gel like composition new product non starter please bring back original
7528,0,used nexxus gel many year disappointed scent new product unfortunately scent strong taste finding new hair gel wish would known change would stocked old version
7529,0,using product year opened new bottle smell awful hold hair like old product disappointing extremely difficult find good hair gel curly hair smart nexxus change formula back
7530,0,change good thing new product awful even want give one star rancid horrible enraged old formula product worked hair definitely buying new formula ever
7531,0,advis user nexxus extra gel recently purchased new bottle absolutely love fragrance however must changed formula curl wish would go back original formula sorry nexxus
7532,0,used nexxus exxtra gel long time since change formula like hold hair well smell aweful need find another gel till old formula come back terrible loved old formula
7533,0,new formula exxtra gel copper colored tube awful thinner runny er hold smell different even worse debacle coca cola new coke
7534,0,formula hold change great thing returning tube store buy unless bring back old formula used loved year would rate zero could
7535,0,disappointed new version exxtra gel scent unbearably strong overpowering make hair smell like overly perfumed baby wipe good change want old gel back money
7536,0,new formula cooper tube awful strong smell man stand smell company think man using gel made new one strong feminine odor disappointed
7537,0,used product year best new formula sticky stink please bring back old formula noticed everyone agrees change
7538,0,used nexxus exxtra gel year fantastic new formula awful much fragrance leave hair feeling use
7539,0,used product year loved went buy noticed tune different product horrible scent bad consistency changed time change different gel
7540,0,go gel past year gotten family friend hooked recent change made formula definitely lost magic touch please please please go back old way thanks jesse
7541,0,please bring back old one others using year satisfied bringing new one back store going try find new gel stink
7542,0,unfortunately lost loyal customer used product year product worked hair unhappy changed awesome product unhappy
7543,0,used product year extremely disappointed new gel watery keep curl control way old gel please bring back old gel
7544,0,used gel least year great success new formula awful scent nasty overpowering hold like used also make hair look greasy please bring back old formula
7545,0,previous product exxtra gel worked great new product brand work strength enough hold hair style tell difference
7546,0,new formula smell bad hold like used
7547,0,old gel best product market change good product new gel bad work described quality bad bad bad
7548,0,new product terrible yes smell consistency like water hold curl like original product took away favorite shampoo gel look like time change product line together
7549,0,happy new formula smell bothersome runny old formula thicker pleasant smell using product year sad find something new use
7550,0,using product almost year love curly hair since formula changed hold curl leaf hair frizzy end day please please bring back old formula
7551,0,used nexxus exxtra gel almost year upset formula changed compare old gel like strong smell please give u old formula back find something else
7552,0,simply put new product work loyal customer year switch big mistake changing formula definitely lose long term customer hope reconsider decision bring old formulation back
7553,0,like almost everyone else absolutely stand new formula using gel year nothing came close old formula new formula stink smell work well looking alternative gel nexxus messed big time
7554,0,using nexxus gel exclusively year old formula best change new formula horrible smell horrible please bring back old version use horrible smelling new version need find another gel company
7555,0,idea felt change product thick hair old formula worked great also new scent bad wish could say improved product made worse forced look another gel please bring back old formula
7556,0,using product many year superior others market bought new tube two week ago different longer hold hair place much watery longer buy product
7557,0,new formula smell bad hold like old formula also problem tube broke open side started leaking packaging feel look real cheap plus year using product looking new gel
7558,0,using previous gel product year went purchase new one since mine ran bought one used within hour using rewash hair stand smell review collected part promotion
7559,0,wife used year used wonderful product added disgusting smell new line searching another product cannot use one disappointed former customer
7560,0,new formula gel hairsprays horrific depended old formula many many year stuff awful
7561,0,used use nexxus exxtra gel time changed product added fragrance gel hold well anymore hair smelled like woman kind hard use man wish still old non fragranced gel
7562,0,original nexxus styling gel amazing please offer original back forced seek new gel nexxus year new formula horrible hold good smell terrible seems like alcohol similar basic cheap gel
7563,0,customer year found alternative product would happy become loyal customer product returned original formula
7564,0,new gel awful noticed nexxus comment old improved formula coming back nexxus please advise eta thanks jack
7565,0,gel worst reformulation product ever always fantastic product held good smelled good hold tell put wet hair hold nearly well smell horrible
7566,0,old formula great held curl styling new formula effective threw rose colored tube away
7567,0,disappointed formula exxtra gel changed curly hair purchasing product year scent worst part please consider going back old fragrance scoured every store shelf old product purchased every remaining tube find
7568,0,see negative review used long remember cannot believe changed formula disappointing recommendation similar product old formula
7569,0,using nexxus extra gel long time stop using since new product bronze casing came totally ineffective major step original product longer keep hair place actuality nothing good hair look better product outside nexxus
7570,0,used exxtra hair gel year extremely disappointed new gel scent smell horrible texture gel changed hold like old one using product anymore find new product use soon please bring back old nexus exxtra gel
7571,0,completely unusable used last yr needed switch another product old product mild fragrance fine guy use professional work environment switched redken would switch back minute brought back old product
7572,0,loved product recent change would go anywhere find changed last couple month terrible formula far much perfume went class another scented performing hair gel hunt new product
7573,0,using gel way year tried new gel curly hair make frizzy hold way old gell spent ton money trying find new gel luck disappointed know bring back old gel nexxus change
7574,0,using product year even trying countless brand always come back one tamper perfection new formula leaf curl dull frizzy hate say really dislike new version please bring back original
7575,0,new gel absolutely terrible consistency gel runny smell bad hold difficult work hair since feel like water melt within second please bring back old formula lot disappointed customer forced buy different brand
7576,0,earth change formula nexxus salon hair care exxtra gel superior hold new reformulation strong holding capacity old product fragrance obnoxious powerful coworkers complaining smell causing sneeze
7577,0,finally used last old tube ordered knowing changed terrible buy another nexxus product unless bring old formula back sure though shame
7578,0,package changed didnt concern last bought product formula change made disappointing able find previous gel formula online stocked unless old formula brought back longer purchase product
7579,0,sure need change used old formula year please bring back old formula
7580,0,sure changed formula curly frizzy hair product since seems hold curl new formula hold well smell horrible like cheap perfume disappointed need find new product please change back old formula
7581,0,nearly good scent good gel seems runnier hold well bring back old formula would switch back could get old gel moved better product
7582,0,used exxtra gel product well year recent change new formula thinned low viscosity heavy hair spray scent guy ruined really great product sadly looking buy remaining old formal find run look else
7583,0,keep simple used product year new formula horrible even close original lost customer unless big change hopefully back original
7584,0,using product long time company switched new product packaging like one bit horrible loved old product sorry like bad review done someone made big mistake hold hair like use
7585,0,formula change terrible product work nearly well smell bad longer use see previous comment response planning changing hope happens soon new product going trash
7586,0,used gel forever loved change formula different smell like gel nothing hair change managed hair beautifully guess find new gel sorry leave nexxus behind
7587,0,hold well previous product noticeably different use tube time since hard find looking replacement product idea nexxus changed product crazy
7588,0,course curly long hair using exxtra gel grey bottle really held hair nicely almost weather replaced recently tried really upset hold hair nice scent awful smell like men cheap cologne go change product perfect
7589,0,new formula weak hold capability smell baby powder using gel year loved think nexxus saved money using le effective ingredient tried make look improved copper looking bottle garbage compared old formula thanks rd need find new gel
7590,0,gel may shiny new bottle product lack quality much ammonia alcohol smell overwhelming say least result obvious dry frizzy hair using newer bottle used product several year unhappy change
7591,0,used original formula year find rare occasion price insane wrong letting good product stay good clue find old formula normal price fragrance thing awful would absolutely recommend formula
7592,0,year user truly confused would change formula clearly nothing better feel scent new formula search new option given price point efficacy new formula nexus longer option hopefully bring back old formula back
7593,0,funny sad time read soooo many people like like new product hold texture give hair terrible big mistake let old formula go moving something else please bring old formula smell different think corner cut quality sad
7594,0,wish knew nexxus would plan drastic change formula exxtra gel price awful smell feel performance even close bad loyal buyer year previous product
7595,0,used product year believe changed like review smell horrible consistency watery leaf hair crunchy hunt something work found anything please share
7596,0,used old formula year loved consistency smell gunk hair flake new version awful buy another product company bring back old formula
7597,0,used product year happy finally found product worked bought bottle new stuff disappointed hold like old stuff use matter much put hair smell bother hair gel work frustrating
7598,0,using regular nexxus styling gel professional absolutely love product find thought professional different packaging wrong totally different product hold curl control frizz make hair feel weird fragrance horrible like
7599,0,displeased new formula work well hair forced buy new product sadly buying product many year seeing type review product internet hope nexxus brings back old formula realize new good
7600,0,user nexxus hair gel year worked forced find new product new formula caused allergic reaction deal rash neck scalp please bring back original formula new formula smell awful hold
7601,0,agree individual posted earlier like change new formula used styling gel year maybe new formula consistency holding power old gel one feel like water alcoholic smell change
7602,0,worst stuff ever smell bad flake hokd
7603,0,used exxtra gel year best styling product market new formula smell like body odor perform well horrible used wash hair get odor please bring back original formula change great product
7604,0,used previous version year new version strong talcum powder baby oil smell hold switching another brand old version longer available bad decision whoever product manager wife bought bottle knowing going recycle bin
7605,0,using extra gel ever since remember recently getting grey tube one day find anymore picked exxtra gel used week found work like old product also stink lucky find tube old product run stuck trying find something else please go back old formula work
7606,0,new product hold make hair frizzy
7607,0,new gel stink like heavy perfume hold well used product year finding something else
7608,0,used nexxus exxtra gel year purchased new tube disappointed new product made hair oily like scent looking replacement product next shopping trip imagine changed something good begin also new tube lot ingredient old tube please go back original recipe
7609,0,using nexxus exxtra gel year nothing else worked well time favorite gel thin fine hair would blow dry curl using tsp gel would hold without sticky perfumy new gel pink tube horrible throw away work well make hair look dirty sticky repulsed fragrance
7610,0,new formula bad thinking changing thin holding power smell awful especially guy left best old version holding gel alone using product year find new gel maybe lucky bring classic version back soon
7611,0,wrote first review wanted add thought nothing new product like continue use smell terrible like alcohol feel even tell put hair wash hand applying even feel anything much alcohol afraid going really dry hair
7612,0,year using previous version nexxus exxtra gel husband decided switch brand like product change said hold well old gel u think new fragrance cloying wish cosmetic company would stop heavy handed scent take consideration perfume cologne everyone enjoys scent
7613,0,used nexxus year fine hair best gel ever used thin smell like dish soap new tube make better wish known going change would bought boat load old gel
7614,0,used nexxus product year change new extra gel resulted searching product always liked hold subtle scent extra gel new formula thin smell overwhelming point wear
