,label,review
5398,1,love interior design music service
5399,1,beatiful cafe dhaka wonderful caribean song nice decoration good expresso regular customer would like share coffe owner
5400,1,amazing place really place enjoy good time
5401,1,love place interior beautiful anthro always simple er modhe gorgeous
5402,1,love place tried almost item get enough please change
5403,1,cafe place created love care couple loved drink worth every penny
5404,1,one best place near bashundhara cup coffee spend quality time lovely little place enjoy
5405,1,place beautiful love mango crashed drink wanna go
5406,1,glad find place finally read book cup coffee must say place simply awesome
5407,1,wonderful peaceful place food great
5408,1,really nice cafe would like go wonderful place music decoration environment
5409,1,awesomeness overloaded loved welcome drink awesome coffee interior service really good
5410,1,artistic decorated place great coffee already visited twice hope visit soon
5411,1,great environment leisure time like
5412,1,loved ambience drink book available casual reader worked great add ons
5413,1,best place lovely place coffee read book
5414,1,wondering place earlier nice
5415,1,interior amazing loved item reasonable price
5416,1,cafe anthro nice place spend nice time nice person
5417,1,best coffee dhaka wonderful place hang
5418,1,interior amazing loved item reasonable price
5419,1,guava shake nice place chill grab good quality shake
5420,1,nice place sit read book coffee
5421,1,beautiful cafe dhaka wish open brances love decoration color choice
5422,1,good drink really good taste
5423,1,would suggest coffee freak like visit place wow
5424,1,excellent environment much polite behaviour fresh tasty food please keep change negatively
5425,1,feel calm love decoration love coffee love cafe anthro
5426,1,food place awesome
5427,1,best place ever food delicious decoration ma allah
5428,1,ah far one favorite escape love place
5429,1,peaceful place giving rest soul
5430,1,great service good food
5432,1,amazing interior taste coffee superb wanna go n
5433,1,best bangla tea ever
5434,1,nice quiet place good charming decoration loved
5435,1,literally mind blowing decoration presentation environment truly unique amazing
5436,1,mocha bst
5437,1,expresso chocfee good recommended excellent
5438,1,luv interior european vibe dhaka
5439,0,last friday planned dine headed pizza hut dampara chittagong ordered large size cheesy bite pizza chicken expected topping baked chicken pasta fried button mushroom cream chicken soup really shocked find tiny chunk chicken part topping called pizza cream chicken soup also nothing special pouring little cream typical glutinous soup name cream f chicken soup kind information trust much better baked pasta da signature chittagong shawarma house dhaka baked pasta awefully gravy cheese layer taken top guy making money bangladesh fooling innocent hard working people ripping u using brand pizza hut
5440,0,order almost time week pizza hut phd dhanmondi order pizza time unfortunately ordered chicken mushroom pasta today happens worst pasta ever trace white sauce use slightly roasted onion much made wonder main ingredient pasta onion guy packed box full garbage picture comment section
5441,0,pizza hut international chain restaurant bangladesh think official anymore service food environment like used year back wife went last monday waiter took order stupid soup cold literally cleaning sealing even people eating well bla bla bla bla transcom company shut
5442,1,dedicated pizza hut customer long normally order online eid holiday husband ordered pizza upto mark took online survey mentioned awesome customer service chasing u giving u complementary pizza today sent pizza delivery person apologising row previous experience whole new customer service experience u keep pizza hut
5443,0,seeking attention higher authority baily road branch food aweful specifically topping cheese smelly top waiter took order wrong charged complained kept waiting getting number right left complain feedback doubt whether reach higher authority ever disgraceful overall
5444,0,good god enjoying meal pizza hut across world life took boy school break treat ordered special pizza turned nothing remotely like used listen seriously know bangladesh trying cater native palate pizza hut list place wife son hat trick perfect monstrosity served u wanted bengali pizza american chain home ground head local habib hotel order curry rice hideous product development team need stick reminder desk broke fix meanwhile shall taking wallet somewhere get pizza order one
5445,0,ordered pizza food panda worst ever eat iftre time guy family told anything send two pizza buy get free offer cheese expected bread much dry iftar night baked extra slice oven look pauruti onion sorry pizza hut please something good good reputation pizza sorry poor rating
5446,0,authority dedicated customer pizza hut year pizza service always intrigued however recently seen charge high exclusive vat tax rate product example charging vat tax buying soft drink outlet high rate bdt vat appl sd cheese lover one mirinda worth bdt total another case bdt vat appl sd meal worth bdt want know reason behind increase regard dedicated customer pizza hut loosing faith service brand
5447,1,alhumdulillah wonderful time pizza hut gulshan today arranged iftar party orphan reasonable price n staff n service genuinely warm n helpful mr shamim manager koushik n rajib staff made experience memorable child may allah bless
5448,0,please make sure outlet actual real offer updated offer web make people harris list try keep company reputation well thanks
5449,0,today tried chicken arrabbiata pasta bashundhara outlet pasta absolutely disgusting know right criticize food way food served tasted bad waste money cheese pasta undercooked wonder particular outlet always empty
5450,1,want thank pizza hut chittagong cda ave near bus stop extraordinary service travelling ctg dhaka ordered pizza said bus leave min u make said deliver cant time ran bus leaving hurriedly went bus asked cancel order bus started upset pizza hut provide food suddenly bus stopped pizza hut delivery guy came pizza shocked chased bus deliver pizza show amazing customer service thank u special thanks delivery guy
5451,1,doubt love pizza lot bt dont understand pizza hut charging buy soft drink high man country cheap bd pizzahut expensive suggestion prince maximum per glass provide regard pizza lover shop thank
5452,0,worst unlimited pizza offer ever order everytime wait min pizza come serve medium sized pizza everytime take le min finish pure rubbish please stay away trap waste money
5453,1,simply marvellous effort satisfy customer th april ordered triple chicken stuffed crust pizza got dissapointed shared bad experience noticed made pleasant memory delivering another meal signature taste supreme quality hat customer feedback feel great know someone really care keep
5454,0,worst pizza bogo offer thickest crust thinnest topping totally worthless eating seemed like bought k worth bread n sauce go die pizza hut
5455,0,went mirpur outlet seeing latest offer guy said run specific pizza mean put offer serve customer business first place
5456,0,simply like pizza x factor usal pizza price reasonable specially compared taste
5457,1,best pizza place bangladesh never failed serve best pizza taste incomparable bangladesh
5458,1,nice place tasty pizza
5459,0,need lower star rating rate place pizza hut came bangladesh simply place ruined unprofessional uneducated staff dont even know talk customer quality food degraded drastically remember used love much went least every week anymore
5460,0,dear pizza hut think lost mind thats went outlet gave phone number counter anyway please forgive repeat send daily painful promotional massage please dont
5461,1,got surprising compensation gift pizza hut baily road met two true gentleman pizza hut today really sweet gesture guy proved pizza hut distinguishable best service thank much
5462,0,wish could rate honest deserve used think pizza hut outstanding food chain proved wrong called nearly pm placing order st receiver told call pm take order anyways next time called told delivery jigatola surprised told ordered present address said impossible deliver address hung today experience feeling like showering pizza hut delivery management team galis know basis pizza hut recruit bloody idiot even know serve customer talk never expected pizza hut damn unprofessional deliver certain area must announce never ever going place order
5463,0,worst pizza ever today
5464,0,phd bashundhara horrible staff regard basic etiquette please hire better staff
5465,1,pizza hut best food taste always e good r much responsabile also pizza hut j kono fault hok aita amra expect korina abar amn big response pabo aitao expect korinai thank pizza hut specially thanks mr jahangir
5466,1,food service praiseworthy went chittagong outlet today greeted friendly manner hat team would pleasure visit
5467,0,worst experience ever buy next time nothing especial pizza
5468,0,service baily road branch really poor
5469,0,taste bad cheese smell green pepper hate tried cheese max beef italiano even beef good
5470,0,worst pizza ever tasted taste quality price high
5471,0,ordered hand stretched thin pizza work eating felt like last time ever going eat pizza life nutshell horrible kudos pizza hut losing regular customer
5472,1,make best pizza around
5473,0,worst service experience today took minute takeaway triple treat box gulshan outlet
5475,1,like pizza time
5476,1,really great
5477,0,package tk thirteen fifty two pizza chicken wing potato
5478,1,tasty mouth watering delicious always use voucher gave save money
5479,0,baje pizza first khailam
5480,1,elegant delicious
5481,1,great
5482,1,good n testy food best city
5483,1,great place enjoy food spend time
5484,1,love
5485,1,satisfied service
5486,0,faltur nicheo jodi kicu thake ta hocce pizza hut
5488,1,awesome love wowew
5489,1,many time visited pizza hut always gotten great food
5490,1,specially service alwyes good product quality higene
5491,1,love pizza hut
5492,1,like pizza hut delicious food
5493,1,halal food good food yumm yyyyyyyyyyyy yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
5494,0,pizza got triple treat pizza thier small pizza
5495,0,risotto suck parcel took gulshan avenue outlet found regular rice open home following path kfc
5496,1,pizza best every side love
5497,1,food good n service best totally satisfied
5498,0,pizza called beef pepperani something like think pizza anything else never thought learn type experience pizza hut thanks pizza hut making u fool
5499,1,pizza hut one best restaurant ever visited environment staff behavior reasonable price food satisfied highly pizza hut jamuna future park
5500,0,worst pizzzaaaa ever tasted bad eewwwkk
5501,0,rating besi hoye jay
5502,1,good pizza item also great ordered triple treat offer worth
5503,0,tasteless pizza overpriced local shop decent pizza tasted much better
5504,1,piza drinking chicken shormha burgger fride rice
5505,0,nothing say taste pizza nt really disappointed
5506,1,best place made halal safe food love pizza hut
5507,0,worst quality pizza serf name quality
5508,0,hffgcgvxhnfhvtivrhjjxjcjxjcjdjdnsjdbsbdbbsbsbdbdbdbdb
5509,1,thank pizza hut bangladesh never seen professionalism immediate response long time complained decent apology returned much love food whole meal infact thank classy gentleman
5510,1,thank pizza hut bangladesh never seen professionalism immediate response long time complained decent apology returned much love food whole meal infact thank classy gentleman
5511,1,wow nice tasting item really missing
5512,0,good look like cheesy bite worst even pan pizza better place environment good taste arrrghh horrible
5513,1,nd time tried pizza trust time disppointed pizza know tader pizza amn kno waste mmoney service excellent service rated pizza
5515,1,giving quality taste hospitality work favourite pizza pizza hut taste world
5516,1,personal pan pizza awesome taste love
5517,1,thank pizza hut bangladesh never seen professionalism immediate response long time complained decent apology returned much love food whole meal infact thank classy gentleman
5518,0,anniversary pizza free dibi koiya fb e share dewaia ekhn pizza de na foinnir gore foinni kew khaite jay na tai fao advertisement koras
5519,1,ordered take away savar branch really professional friendly behavior employee taste pan supreme pizza along chicken wing absolutely delightful
5520,1,thank pizza hut bangladesh never seen professionalism immediate response long time complained decent apology returned much love food whole meal infact thank classy gentleman
5521,1,triple treat box awesome considering price quantity
5522,1,actually loved food cordial service hospitality perfect thanks mr shaiful alam jovial unit manager pizza hut gulshan team member wish celebrate party school future
5523,1,pizza delicious food love
5525,0,place amazing year straight till last year currently one know actual status international franchisee license clearly care quality food anymore used time country place pizza pasta many good competitor risen eat dry rubbery pasta tasteless generic pizza serve anymore well behaved waiter feeble attempt justifying ludicrous food serve high price charge
5526,0,golden gpa pai nai pizza hut feeling
5527,1,golden surprise wow really yumi food specially chichen sauses around pizza love
5528,1,number pizza brand world food delicious healthy
5529,1,loved bcz class food brand world
5530,1,pizza hut best sometimes due valid reason service may consider u think think mine think u serving time got best service pizza hut always comparison hotel restaurent including five star hotel
5531,1,thing good younger
5532,1,bbq test best pan crust best crust
5533,1,pizza hut gulshan best among branch golden surprise pizza spicy garlic musroom awasm
5534,1,good food
5535,1,xosss offer er pizza gula onk xoss loved shaa allah abr ashbo
5536,0,bad service anyone take unlimited pizza offer donot serve unlimited pizza u guy give offeres u mentain bad experience today totally waste money rip pizza hut
5537,1,awesome cheese pizza
5538,0,service bad ekta choto bishoy chilli souse ta waiter k bolsi dite ok mam bole gayeb even amder table e j waiter chilo se bolche na j mam available nai r aai ber pizza r test kharap chilo
5539,0,never visit sure worst food
5540,0,service bad took unlimited offer friend party wait long pizza table drink watered tasted horrible pizza think bread unpleasant cheese pizza oiled taste cheese though beef pizza bit better overall satisfied gulshan pizza hut
5541,0,would never think visit pizza hut ever life worst called pizza town pizza anymore rather bunch tomato cheese bulky flabby wheat
5542,1,bbq blast work yesterday simply awesome baily road pizza er great must try anyone happy tummy ramadan
5543,1,taken unlimited pizza offer gave slice pizza complimentary
5544,1,complained everything amazing love pizza hut
5545,1,always love awesome much testy
5546,1,flavorful taste plus sometimes time give good offer
5547,1,love pizza hut awesome place find peace second family
5548,1,excelente muy buena atenci n por parte del mesero la ensaladas pizza bebidas super deliciosas
5549,1,nice environment good food good service experience good
5550,1,best pizza ever ate life chicken supreme much delicious
5551,0,today ordered pizza take away phone pm advised ready minute due road traffic reached restaurant pm asked order guess order canceled tried reach mobile reach great customer experience regular customer pizza hut data recorded mean order anonymous main reason made pn fire ordered take away extremely sick tired complained manager said order canceled checked found saying truth ordered super supreme slandered pizza hut restaurant globe order phone taka new one found told different overall experience awful really sad turn loyal promoter customer last person think eat food pas message friend staff need hell hospitality training best regard diaa
5552,1,ami balovasi rumai
5553,1,hallo friend kemon pic
5554,1,thanks nice service tasty food great career
5555,1,awesome amazing flavor loving p
5556,0,nice
5557,1,would recommend cafe service good personable efficient burger sandwich testy price also resonable specially cappuccino much good love place
5558,1,osthir coffee beautiful place like go everyday think best pure coffee shop town everyone come taste coffee
5559,1,environment coffee like friend time story friend took beautiful place time really loved
5560,1,amazing moment pas friend really good cappuccino
5561,1,nice coffee great environment good place hangout
5562,1,excellent food coffee
5563,1,hot chocolate great hope visit regularly wish u guy expand menu including item
5564,1,behaviour really good loved coffee well
5565,1,best coffee khilgoan give amazing art coffee everyone feel like captain
5566,1,awesome coffee burger loved
5567,1,ohhh nice silo love captain cafe good job mahdi hasan akash
5568,1,best coffee khilgoan love cold coffee
5569,1,amezing coffie
5570,1,love
5571,1,delicious
5572,1,nice environment
5573,1,wow amizing cold coffee cold ufff
5574,1,good environment highly concerned customer satisfaction
5575,1,nice
5577,1,greatest restaurant attend cousin wedding function restaurant like
5578,1,great restaurant great service food fresh price reasonable
5579,1,awesome place awesome food best luck restaurant frypen
5580,1,quality food amazing friendly serve u wish good luck eagerly waiting go
5581,1,one best restaurant seen ever pasta much yummy loved
5582,0,disgusting behaviour waiter awful taste matter give better service
5583,1,good never disappoints people marking probably related pizza brand mirpur likely
5584,0,disgusting waiter
5585,0,service quick enough poor ingredient cheese ordered taste good time totally satisfied waste money
5586,1,inch chicken bbq pizza pasta honestly loved food pizza full chicken cheesy perfect spice pasta perfectly cooked aswell definitely going order
5587,1,ordering mi casa last two day straight tried butcher hot chick loved however first day pizza arrived within min second day took around hr min time went little cold love pizza general surely order
5588,1,inch cheesy guy pizza amazing loved
5589,0,big super matter whatever hell inch pizza specifically asked spicy salty capsicum nothing called thing order ordered p order arrived p fast however discover nothing called warm hot cold tasteless used regular guy kind service acceptable really sorry please give money back kind food service paid
5590,1,story go like heard place niece wanted try talked humble friendly even imagine told take min pizza door step min taste flavour opinion way better pizza hut pizza place really recommended family try thank wonderful service hope u guy best pizza
5591,1,thank much existing first time ordered pizza today honestly really skeptic better write address somewhere memorize ordering haha generous quantity meat amazingly made sausage pepperoni tender enough perfect crust small note think onion kind little turn much big deal micasa sauce could little le watery keep money well spent keep time could amongst top pizza town edit order delivered minute earlier given time amazing punctuality
5592,1,today fulfilled requirement really satisfying touching getting emotional taste pizza real emotional
5593,1,taste good also quick delivery system
5594,1,pizza pizza mi casa really tasty fresh really pleased service
5595,1,awesome wait taste miss
5596,1,really amazing mouth melting cheesy pizza great price day yummy kid demanding thx time delivery love
5597,1,one best thin crust pizza tasted far drawback take min deliver hope overcome issue soon definitely order often
5598,1,say pleased food quality
5599,1,awesome taste punctual delivery sooo satisfied service extra hidden charge well done pizza mi casa wish u best future sure um gonna order soon
5600,1,great pizza heavy amount topping good crust awesome pizza great pizza delivered doorstep expand mirpur doh please
5601,1,ordered pasta really delicious good find u foodpanda
5602,1,ordered pizza cheesy guy gotta say totally satisfied service food quality thanks delivering faster hungry xd anyway keep good work guy
5603,1,pizza lit af amazingly affordable quality great delivered promised really ask anything
5604,1,best pizza uttara taste great amount topping give value money brilliant
5605,1,impressed taste good requirement fulfilled best within price even better overpriced others
5606,0,rate taste taste yet hour since ordered mighty delivery arrived till
5607,0,orderd inch look inch fact inch even use origano common ingredient poor quality
5608,1,tried butcher hot chick cheesy guy pizza absolutely delicious definitely order pizza future
5609,1,received right time u finished pizza minute ordered pizza watch tamim mushfiq individual though anyway good job
5610,1,loved every slice pizza tried hotchick wait try rest pizza
5611,1,best pizza offer town taste good
5612,1,got del time behaviour del man good food stuff tasty everybody appreciated esp bbq keep
5613,1,far best pizza price
5614,1,amazing time bought pizza box ol em amazingly delicious
5615,1,best pizza reasonable price ordered butcher cheesy guy loved specially cheesy guy looking forward ordering
5616,1,ordered butcher pizza cheesy full chicken beef inshallah order future
5617,1,loveeee pizza alot often order love everytime price reasonable well
5618,1,best experience well behavior good quantity
5619,1,ordered cheesy guy butcher quick delivery delicious even save slice picture
5620,1,great work guy love pizza guy gem
5621,1,hope keep taste quality
5622,1,really loved bbq chicken pizza
5623,1,delicious pizza reasonable price within min seriously unbelievable everyone try
5624,1,taste soooo good delivered time keep good work
5625,1,time delivery delicious also thanks
5626,1,perfectly baked time delivery hope order anytime soon quality jeno erokom e valo thake shamner dingulo te
5627,1,pizza gula etojoss delivered gulshan c
5628,1,one word awesome test good must test
5629,1,tnx quick delivery mnts lage nai taste also good
5630,1,great taste reasonable price star enough
5631,1,demn pizza excellent man make delicious food
5632,1,excellent food friendly environment
5633,1,good service good taste
5634,1,best pizza world
5635,1,really good taste
5636,1,onakkkkk mojaaaaa love pizzaaaa
5637,1,tried hot chic pizza totally worth indeed
5638,1,great taste really reasonable price thin crust perfectly baked cheese yummy combo offer feel even better large party possible add three pizza combo also although good many number variety hope one good recommend increase number flavor well expanding menu various italian dish like pasta lasagna etc side like garlic bread french fry delivery time felt bit slow although assumed may temporary downside gave launched
5639,1,looved pizza crust fat thin either perfect kind service friendly taste amazing veryy impressed
5640,1,taste similar tk pizza pizza lover give try atleast
5641,1,atoh sex kano akta pizza te thakbe eta ki thik guy khaile khan na khaile mara khan tao khaan kisu
5642,1,good fresh pizza affordable price taste like home made pizza would like order flavour
5643,1,tried pizza butcher good juicy bite perfect taste chicken meat ball simply loved alott price reasonable
5644,1,good service amazing taste loved definitely order future
5645,1,tasty pizza loved bet none provide u much rich good quality pizza convenient price
5646,1,great taste price quality looking forward new flavor best pizza mi casa
5647,1,skeptical pizza delivered within hour given traffic situation surprised see delivery guy door right time opened box looked great minute line already done gobbling large pizza amazing taste generous use topping cheese definitely ordering tomorrow
5648,1,awesome thin crust pizza excellent delivery service great flavor great price
5649,1,wonderful one usually eat pc todayy teast good want love u micase
5650,1,chessy guy butcher beshi joss highly recommended pizza lover
5651,1,mark service great quality food
5652,1,order hot chick butcher delish cheesy guy definitive kick awesome affordable totally worth price pizza definitely find gj mi casa
5653,1,must try butcher hot chick amazing
5654,1,special resturant paltan area find normal item special item many kind bake fried many available
5655,0,ordered italian deep dish pizza tonight hungrynaki supposed seemed smaller didnt whip scale measure beef ham bacon pepperoni onion capsicum depth bread filled essentially making non deep dish pizza marinara salty cheese stringy might worst pizza ever funny thing quality wasnt bad pretty amazing deep dish pizza got tonight wouldnt even feed dog pathetic
5656,1,ah amazing place food mark sure comic zone definitely bring priceless happiness face sure dive childhood best pizza town impasto great job guy wish best get set impasto
5657,1,beautiful place hangout friend tiny cozy corner cigarette yeah serve mouth watering pizza forget totally affordable worth
5658,1,tried poutine impasto hot pasta poutine quite delicious heat pepper pasta something exquisite hit least expect something overpowering subtle taste go well ingredient pasta bit runny kept broiler tad bit longer fried rice placed appetizer actually properly put rice would make full make salivate hanker overall good experience
5659,1,sehri friend last night sehri menu food service everything good nd nice nd quite place hangout family quality friend neat clean impasto loved decoration place
5660,1,nice environment food really good really happy special treat guy loved
5661,1,long time yesterday get quality pizza pasta though pizza pasta lover biggest fan impasto pizza pasta loved keep
5662,1,pizza awesome well baked ambience internal decoration pretty nice smoking zone add another plus point nice place hangout
5663,1,tried bbq deep dish pizza great ambience average good evening hangout
5664,1,tried deep dish pizze munchies first time super delicious thery fresh rich filling definitely recommend one must try muchies
5665,0,like food even ambience worth money slow service never go
5666,1,love impasto place service food friendly environment great hangout quite time time enjoyed meal much
5667,1,make pizza good service behaviour kind warm caring tried three pizza today delicious definitely deserve
5668,1,taste food awesome environment mark well behaved waiter personally satisfied
5669,1,place great amount taste food served superb
5670,1,really good affordable food helpful server beautifully decorated space want
5671,1,nice place hangout cheese blast
5672,0,horrible experience extremely spicy pizza bad taste waste money never going
5673,1,appetiser best awesome loved
5674,1,amazing food amazing environment love deep dish pizza loved
5675,1,guy deserve star creative content definitely coming
5676,1,awesome awesome awesome everyone try
5677,1,perfect place friend hangout
5678,1,great fish n chip refreshing drink deep dish pizza worth trying well
5679,1,unlimited pizza offer good loved
5680,1,great place great flavour course great food
5681,1,waiter extremely well behaved food amazing
5682,1,awesome food nice environment good service
5683,1,went sehri food good yummy
5684,0,worst deep dish pizza ever fall paid review
5685,1,awesome experience food service wanna go
5686,0,try plz worst one ever
5687,1,like good quality cheesy tasty food place
5688,1,ordered impasto hot pasta student meal bar b q pizza properly cooked tasty friendly environment also definitely go
5689,1,im amazed behavior ambiance food amazing part give comic read instead wifi go food testy according price
5690,1,great value money use fresh ingredient read comic magazine well
5691,1,loved food service behaviour
5692,1,like food good quality enough quantity awesome view
5693,1,best one
5694,1,everything good
5695,1,try buffalo wing cost efficient chicken ever feel like sir
5696,1,best
5697,1,food really good keep
5698,1,love behavior place much
5699,0,eto baje pizza guess footpath e bikri hoy na r je ekkhan combo offer diyechen eita purai lok thokano r service star
5701,0,eto baje pizza amr life khai nai tao abr iftar er shomoi tader hospitality eto baje chilo r jara ay restaurant k bhalo bole review dey jani na kmne dey waste time money
5703,1,today tasted pizza amazing mouthwatering really
5704,1,fish n chip hand one best dhaka nearly good fish n co manhattan th price deep dish pizza quality cheese excellent oozing cheese tempting one slice heavy finish loaded excellent amount meat cheese bbq wing heavenly well
5705,1,good true food service price point ambiance aced department please keep good work deshe valo startup er ektai problem continuation thake na
5706,1,food fresh properly prepared great value price highly recommend awsome quality food thing went time rested different different item every day experienced amar peet vore gese kheye mon vore nai excuse impasto best luck
5707,1,lemonade first reason come pizza loved ingredient compare price good meal indeed
5708,1,pizza pasta lover definitely try impasto mentionable item impasto special deep dish hot pasta munchies loved artwork silver surfer
5709,1,food environment service excellent plus get read chacha chowdhury
5710,1,loved pizza perfect amount cheese topping liked must try opinion
5711,1,bar b q deep dish pizza really tasty steak good staff behaviour friendly definitely go thanks
5712,1,ordered impasto hot pasta really tasty bite spicy delicious please keep quality like always
5713,1,tried hot pasta awsome taste bound go twice frech fry also delicious speciality hot pasta extremely spicy love behavior good request impasto team keep quality always like
5714,1,food ambience great go try muncheese
5715,1,tried pasta mojito loved em highly recommended
5716,1,star shitty pun marketing gimmick like pun lonely halp definitely go get sponsor
5717,1,great place hangout yummy cheesy pizza
5718,1,excellent place good food affordable price
5719,1,ordered impasto hot pasta student platter french fry food good hot pasta much hot served sweetie tweety pasta exchange loved student platter
5720,1,excellent place top notch food definitely first bring deep dish pizza dhanmondi
5721,1,great food amazing ambience two thumb deep dish pizza
5722,1,bar b q pizza really tasty best part pizza huge amount cheese liked staff behaviour friendly definitely go thanks
5723,1,unlimited offer still pizza really tasty really thankful serving delicious pizza sha allah visit often
5724,1,dude get perfect taste food b try juice box best yes vhai brother bon sister juice box one best place found perfect taste fried rice bbq chickenwings different type juice jafrani shorbot best ak glass e jodi apnar mon vhore tahole boilen taste environment service behaviour price depends ur purchasing power
5725,0,order subway sandwich get crispy bun instead subway sandwich like place bad smell whole place complain two time nobody care
5726,1,perfect food ambiance loved menu super duper budget friendly menu top quantity enough one person best part pina colada hard find drink bd
5727,1,awesome food n great service
5728,1,really awesome yummy bureger ta onk vlo chilo
5729,1,quantity quality food great would say food excellent well cheap also interior decoration service point
5730,1,loved place best thing ur place u guy wrote ur table vodro ta bojaya rakhun amazing keep well u r
5731,1,really good food nd drink food awesome nd yummy love kitkat shake happy restaurant visit old town
5732,1,potato wedge best loved ambiance pretty cool loved concept shop best wish regard
5733,1,great food affordable rate
5734,1,luv decoration n food quality much bttr totally unexpected old town
5735,1,really one best resturnant old town delicious food n drnks standard environment
5736,1,love
5737,1,excellent food provider box low cost fully enjoyable bite r tasty great food box
5738,1,luv decoration n food quality much bttr totally unexpected old town
5739,1,like food lot spcly chowmein pizza sundwich coffee everything
5740,1,really one best resturnant old town delicious food n drnks standard environment
5741,1,nyc plce nyc decoration nd yummy yummy delicious recipe rlly amazing food crt
5742,1,amazing guy keep good work frankly change manager
5743,1,choming banana juice n cold coffie great eat iteam
5744,1,puray awesome food perfect quality jst love
5745,1,food really awesome environment decoration god beautiful
5746,1,loved variety juice superb food quality
5747,1,best juice bar old town hope u enojoyed
5748,1,best place eastern environment old dhaka
5749,1,juice awesome test chicken chawmin also yammiii
5750,1,delicious food yammy food ever liked much
5751,1,good food good health
5752,1,drink awesome hope enjoy
5753,1,evrytime go love experience new item also excellent behavior brother
5754,1,exceptionally fantastic reasonable overwhelming environment service must try
5755,1,fabulously mamamia finger liking good
5756,0,word say
5757,1,one word describe osthir
5758,1,think puran dhakar bestest juice bar
5759,1,good taste
5760,1,nijer elakai emon valo ekta fast food er shop thakte kiser dhanmondi r gulshan naam bikri kore khawanor dokaner ovab nai khabarer maan thik rakhe koy jon valo khabar er nischoyota mane juice box
5761,0,worrrrrrrssstttttt pasta ever amr lifer shbcheye faltu pasta chilo juice boxr pasta improve kra khub beshi proyojn
5763,1,one favorite burger place
5764,1,excellent taste quality within reasonable price must try
5765,1,excellent food quality amazing taste price really surprising reasonable please maintain quality price good luck
5766,1,excellent
5767,1,wow tasty food ensure seat customer excellent
5768,1,burger taste good loved challenge burger price reasonable also
5769,1,supaab really like food inshallah visit happy happy
5770,1,food delicious reasonable price keep quality started long way go
5771,0,started good worst service bullshit bangladeshi business always degrade quality product service good luck
5772,1,best budget burger town melt mood every bite
5773,1,superb
5774,1,good
5775,1,best burger ever reasonable price food quality standard
5776,1,osam price food together delicious every bite
5778,0,food quality poor service also bad increase food price selling package
5779,1,living dhaka year believe served best beef bhuna ever tested dhaka plain polao simple testy highly recommended
5780,0,live khilgaon used go rizq time day service good behavior waiter going bellow average food taste good like previous time
5781,0,live khilgaon used go rizq time day service good waiter working fast call least time ask time serving food went guest another area ordered chicken sahi bhoj hour go funny thing waiter said u mama salad sesh hoiya gese arr nai started eating food food taste good like previous time
5782,0,quantity pretty low took beef kala vuna belive piece tk guy giving star surely paid check carefully ordering anything disappointing
5783,1,jotobar e giyechhi ba kheyechhi mone hoyechhe amar nijer hotel e quality food amazing dining environment fabulous unique item menu excellent bangla khabar restaurant
5784,0,ordered take away food pax aug item duck roast chicken roast polao taste food cold tasteless etc service price
5785,1,well decorated place testy healthy food importantly cleaned kitchen decoration food service reasonable price
5786,1,tasted chicken shahi bhoj superb must say one poysa usul item suggestion restaurant please set ac hot summer taste service
5787,1,tasty fresh food loved need change interior decoration
5788,1,good environment serve testy food good service reasonable price one
5789,1,good one best wish n family tried food many tumes maintain quality
5790,1,good quality food le price good location khilgaw flyover
5791,1,food excellent serve people well look forward go
5792,1,cleaned testy item
5793,0,horrible horrible service waiter behave worse cheapest local restaurant
5794,1,well cooked servicing owner behavior adorable
5795,1,yup liked shahi bhoj service good well
5796,1,awesome chicken best polao
5797,0,worst food waste money
5798,1,love food
5799,0,low class food
5801,1,thanks rizq
5803,1,happy birthday rizq yeeeee allah pak ar rohomot year ho galo onak onak shuvo kamona
5806,1,best set menu ever eaten service nice food quantity perfect need little bit lighting space
5807,1,nice place good food good time family friend loved time would love spend time nice service behaving specially employes gm cheeeer z
5808,1,nice place food also tasty cheap moreover excellent restaurant
5809,1,tasty
5810,1,visit dhanmondi branch today accept free welcome drink good environment nice decoration food also good bt satisfied lemon clash try improve also got membership card thnks keep
5811,1,one want excellent food environment service go shawarma king restaurent enjoy hospitality shawarma king branch food environment excellent think everybody enjoy food environment best wish restaurent
5812,0,know say ordered set menue come chicken onion gravy small slice chicken lot big big onion v ha ha ha complaining served chicken p say coffee sweet milk tested like sugar caramel
5813,1,nice place food also tasty cheap overall excellent restaurant
5814,1,best restaurant best environment every shud visit meal shawarmaking restaurant hope u good nxt
5815,1,best place foodie welcome drink ta specialy joss r poriman ta r ektu baraile vlo hoito p stuff der behavior nd choice valo joss joss song play kore food also yummy definitely go nd overall
5816,1,food environment good attended people ramadan month service good quality price
5817,1,good food nice service behaving thnx specially employes manager best wish shawarmaking dhanmondi restaurent
5818,1,nice place spend great time food delicious rate
5819,1,nice place spend great time food delicious
5820,1,best shawarma town
5821,0,jira pani taste like tamarind juice shocked tasted way near original recipe khilgaon
5822,1,nice environment food quality awesome reasonable price
5823,1,love place also food
5824,0,poor service bad food time
5825,1,nice place food really delicious
5826,1,visited banasree branch today food set menu good pizza awesome service excellent price good
5827,1,shawarmaking one famouse restaurent dhaka city food environment excellent
5828,1,went restaurant took pasta thats awesome like much nyc environment fresh food restaurant
5829,1,good food provider always visit restaurant holiday
5830,1,taste awesome highly recommended gentleman gentlewoman
